"Genetic ID","Master ID","Skeletal code","Skeletal element","Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]","Publication","Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE","Age at Death from physical anthropology","Group ID","Locality","Political Entity","Lat.","Long.","Pulldown Strategy","Data source","No. Libraries","1240k coverage (taken from original pulldown where possible)","SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)","SNPs hit on autosomal targets (Computed using easystats on HO snpset)","Molecular Sex","Family ID and position within family","Y haplogroup (manual curation in terminal mutation format)","Y haplogroup (manual curation in ISOGG format)","mtDNA coverage (merged data)","mtDNA haplogroup if >2x or published","mtDNA match to consensus if >2x (merged data)","Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)","Sex ratio [Y/(Y+X) counts] (merged data)","Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)","Libraries","ASSESSMENT","ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.","Unnamed: 35","SCORE","Historical Period","Region","Refined Region"
"R11868.SG","R11868","Haß 187 (6167), box 12359, Grab17, 19.11.2019","..",2022,"AntoniobioRxiv2022","Context: Archaeology - Period",1500,144,"200-700 CE","..","Germany_Hassleben_Germanic.SG","Sömmerda District, Hassleben","Germany","51,109","10,9956","Native Pulldown on 3.2M snpset","Shotgun","..","..",640389,336529,"M","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"6.60014e-05","Pós-Neolítico","Europa","Europa"
"R11872.SG","R11872","Haßleben SÖM 70-4-4, Haß 217 (7233), Grab 20, left petrous, 19.11.2019","petrous (left)",2022,"AntoniobioRxiv2022","Context: Archaeology - Period",1500,144,"200-700 CE","..","Germany_Hassleben_Germanic.SG","Sömmerda District, Hassleben","Germany","51,109","10,9956","Native Pulldown on 3.2M snpset","Shotgun","..","..",520634,271918,"M","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"4.73488e-05","Pós-Neolítico","Europa","Europa"
"I6775","I6775","SB 615A (Skeleton No. 2)","petrous",2018,"OlaldeNature2018","Context: Archaeological - Period",4150,173,"2500-1900 BCE","..","England_BellBeaker","England, Somerset, Stogursey, Wick Barrow","United Kingdom","51,121284","-3,075648","Repulldown on 3.2M snpset","1240K",1,"1,641019",656227,356734,"M","n/a (no relatives detected)","R-L21","R1b1a1b1a1a2c1",213,"H1","[0.978,0.992]","0,085","0,431","ds.half","S6775.L1","PASS","Xcontam=[0.007,0.016]",,"-3.01527e-06","Pós-Neolítico","Europa","Europa"
"I2461","I2461","72832_5117","petrous",2018,"OlaldeNature2018","Context: Date(s) from same site (I2600)",3975,72,"2150-1900 BCE","infant, 0.5-0.7","England_C_EBA","England, Wiltshire, Porton","United Kingdom","51,13","-1,69","Repulldown on 3.2M snpset","1240K",1,"2,556",770839,418190,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","357,823043","H5c","[0.971,0.991]","0,082","..","ds.half","S2461.E1.L2","PASS","..",,"3.66213e-05","Pós-Neolítico","Europa","Europa"
"I2600","I2600","72832_5108","petrous",2018,"OlaldeNature2018","Direct: IntCal20",3970,56,"2135-1934 calBCE (3646±27 BP, SUERC-43374)","20-23","England_C_EBA_daughter.I2457","England, Wiltshire, Porton","United Kingdom","51,13","-1,69","Repulldown on 3.2M snpset","1240K",1,"1,319",524104,292971,"F","United Kingdom, England, Wiltshire Family A (4 members) (I2457 and I2600 are father and daughter, and both are 2nd or 3rd degree relatives of I6777 (who is a 2nd or 3rd degree relative of I2566); I2457 and I2566 are also 2nd or 3rd degree relatives)","n/a (female)","n/a (female)",338,"U5b1+16189","[0.991,1.000]","0,056","0,013","ds.half","S2600.E1.L1","PASS","..",,"8.57697e-06","Pós-Neolítico","Europa","Europa"
"I17258","I17258","NB 92; F.108 (2); Sk 3","petrous",2021,"PattersonNature2021","Direct: IntCal20",2415,62,"542-396 calBCE (2386±26 BP, SUERC-66076)","..","England_EIA","England, Hampshire, Stockbridge, New Buildings","United Kingdom","51,136489","-1,494026","Repulldown on 3.2M snpset","1240K",1,"2,873916",671185,370067,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","269,9","K1a2","[0.983,0.997]","0,083","0,013626287","ds.half","S17258.Y1.E1.L1","PASS","..",,"5.29347e-05","Pós-Neolítico","Europa","Europa"
"I17259","I17259","NB 92; F.117 (2); Tr. 2","petrous",2021,"PattersonNature2021","Direct: IntCal20",2438,77,"725-400 calBCE (2405±25 BP, SUERC-66078)","..","England_EIA","England, Hampshire, Stockbridge, New Buildings","United Kingdom","51,136489","-1,494026","Repulldown on 3.2M snpset","1240K",1,"2,410841",642160,354291,"M","n/a (no relatives detected)","I-PF692","I2a1b1b","213,2","H5a1","[0.953,0.980]","0,116","0,449672543","ds.half","S17259.Y1.E1.L1","PASS","..",,"1.71084e-05","Pós-Neolítico","Europa","Europa"
"I17260","I17260","NB 92; P.232 (1); Tr. 2","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I17258, I17259)",2550,115,"800-400 BCE","..","England_EIA","England, Hampshire, Stockbridge, New Buildings","United Kingdom","51,136489","-1,494026","Repulldown on 3.2M snpset","1240K",1,"2,681443",659237,363591,"M","n/a (no relatives detected)","R-Z251","R1b1a1b1a1a2c1","310,9","U5a1a2a","[0.995,1.000]","0,084","0,449336764","ds.half","S17260.Y1.E1.L1","PASS","..",,"4.49349e-05","Pós-Neolítico","Europa","Europa"
"I16612","I16612","A1979.1; Deposit 3; Pit 37","tooth (molar)",2021,"PattersonNature2021","Direct: IntCal20",2419,65,"658-397 calBCE (2389±26 BP, OxA-25953)","..","England_EIA","England, Hampshire, Nether Wallop, Danebury","United Kingdom","51,138291","-1,53093","Repulldown on 3.2M snpset","1240K",1,"0,154239",140858,76777,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","91,23","H3","[0.991,1.000]","0,066","0,01486401","ds.half","S16612.Y1.E1.L1","PASS","..",,"2.9215e-05","Pós-Neolítico","Europa","Europa"
"I20990","I20990","DA 86; Deposit 241; Pit 1114","petrous",2021,"PattersonNature2021","Direct: IntCal20",2220,60,"362-171 calBCE (2192±27 BP, OxA-25957)","..","England_MIA","England, Hampshire, Nether Wallop, Danebury","United Kingdom","51,138291","-1,53093","Repulldown on 3.2M snpset","1240K",1,"0,789",556147,307122,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","71,56","J1c1b1a","[0.981,0.996]","0,101","0,011","ds.half","S20990.Y1.E2.L1","PASS","..",,"3.89975e-05","Pós-Neolítico","Europa","Europa"
"I17263","I17263","DA 75; P. 807; Deposit 27","petrous",2021,"PattersonNature2021","Direct: IntCal20",2114,75,"346-52 calBCE (2133±26 BP, OxA-25958)","..","England_MIA_LIA","England, Hampshire, Nether Wallop, Danebury","United Kingdom","51,138291","-1,53093","Repulldown on 3.2M snpset","1240K",1,"2,311133",657386,361366,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","317,3","J1c1c","[0.981,0.997]","0,112","0,013803495","ds.half","S17263.Y1.E1.L1","PASS","..",,"3.72536e-05","Pós-Neolítico","Europa","Europa"
"I17264","I17264","DA 75; Deposit 28; Pit 829 | DA 75; Deposit 29; Pit 829","petrous",2021,"PattersonNature2021","Context: Archaeological - Period",2225,101,"450-100 BCE","..","England_MIA_LIA","England, Hampshire, Nether Wallop, Danebury","United Kingdom","51,138291","-1,53093","Repulldown on 3.2M snpset","1240K",2,"5,545029",791282,436965,"M","n/a (no relatives detected)","R-Z2185","R1b1a1b1a1a2c1","391,228499","U2e1f1","[0.977,0.993]","0,121","0,453","ds.half,ds.half","S17264.Y1.E1.L1,S17265.Y1.E1.L1","PASS","..",,"3.55663e-05","Pós-Neolítico","Europa","Europa"
"I17266","I17266","DA 82; Deposit 214; Pit 1993","petrous",2021,"PattersonNature2021","Direct: IntCal20",2183,80,"355-60 calBCE (2162±27 BP, OxA-25956)","..","England_MIA_LIA","England, Hampshire, Nether Wallop, Danebury","United Kingdom","51,138291","-1,53093","Repulldown on 3.2M snpset","1240K",1,"0,081605",89627,48483,"F","n/a (no relatives detected)","n/a (female)","n/a (female)",10,"U5b1b1+@16192","[0.888,0.966]","0,222","0,01768832","ds.half","S17266.Y1.E1.L1","PASS","mtcontam=[0.888,0.966]",,"2.73024e-05","Pós-Neolítico","Europa","Europa"
"I17267","I17267","DA 76; Deposit 40; Pit 923","petrous",2021,"PattersonNature2021","Context: Archaeological - Period",2225,101,"450-100 BCE","..","England_MIA_LIA","England, Hampshire, Nether Wallop, Danebury","United Kingdom","51,138291","-1,53093","Repulldown on 3.2M snpset","1240K",1,"2,605157",667444,367274,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","282,5","V","[0.979,0.997]","0,104","0,014520782","ds.half","S17267.Y1.E1.L1","PASS","..",,"2.62505e-05","Pós-Neolítico","Europa","Europa"
"I20988","I20988","DA 74; Deposit 26; Pit 639","petrous",2021,"PattersonNature2021","Context: Archaeological - Period",2225,101,"450-100 BCE","..","England_MIA_LIA","England, Hampshire, Nether Wallop, Danebury","United Kingdom","51,138291","-1,53093","Repulldown on 3.2M snpset","1240K",1,"1,676",728671,403514,"M","n/a (no relatives detected)","I-Y3684","I2a1b1a1a1b1a","92,7","T2b19","[0.964,0.983]","0,1","0,414","ds.half","S20988.Y1.E2.L1","PASS","..",,"4.53135e-05","Pós-Neolítico","Europa","Europa"
"I20989","I20989","DA 78; Deposit 46; Pit 1015","petrous",2021,"PattersonNature2021","Direct: IntCal20",2173,82,"354-59 calBCE (2157±26 BP, OxA-25955)","..","England_MIA_LIA","England, Hampshire, Nether Wallop, Danebury","United Kingdom","51,138291","-1,53093","Repulldown on 3.2M snpset","1240K",1,"2,794",761368,419502,"M","n/a (no relatives detected)","R-P312","R1b1a1b1a1a2","118,7","K1c1","[0.963,0.986]","0,112","0,428","ds.half","S20989.Y1.E2.L1","PASS","..",,"4.53701e-05","Pós-Neolítico","Europa","Europa"
"I16611","I16611","SF 96/2; F. 455B","tooth (molar)",2021,"PattersonNature2021","Direct: IntCal20",2267,63,"401-208 calBCE (2279±31 BP, SUERC-60688)","..","England_MIA","England, Hampshire, Middle Wallop, Suddern Farm","United Kingdom","51,140932","-1,598337","Repulldown on 3.2M snpset","1240K",1,"0,30861",270061,147120,"M","n/a (no relatives detected)","R-Y12651","R1b1a1b1a1a2c1a5b1a1a2","172,3","H1c","[0.965,0.987]","0,083","0,401283648","ds.half","S16611.Y1.E1.L1","PASS","..",,"2.41638e-05","Pós-Neolítico","Europa","Europa"
"I17261","I17261","SF 96/2; F. 446","petrous",2021,"PattersonNature2021","Direct: IntCal20",2224,58,"372-175 calBCE (2205±32 BP, SUERC-60691)","..","England_MIA","England, Hampshire, Middle Wallop, Suddern Farm","United Kingdom","51,140932","-1,598337","Repulldown on 3.2M snpset","1240K",1,"2,300659",677918,373135,"M","n/a (no relatives detected)","R-DF63","R1b1a1b1a1a2c1","185,6","R0a","[0.971,0.995]","0,095","0,437784186","ds.half","S17261.Y1.E1.L1","QUESTIONABLE","..",,"1.07068e-05","Pós-Neolítico","Europa","Europa"
"I17262","I17262","SF 94; F. 441","petrous",2021,"PattersonNature2021","Direct: IntCal20",2176,83,"357-57 calBCE (2161±32 BP, SUERC-60697)","..","England_MIA_LIA","England, Hampshire, Middle Wallop, Suddern Farm","United Kingdom","51,140932","-1,598337","Repulldown on 3.2M snpset","1240K",1,"2,613973",623053,345872,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","267,6","T2b","[0.992,0.999]","0,106","0,014515966","ds.half","S17262.Y1.E1.L1","PASS","..",,"2.93951e-05","Pós-Neolítico","Europa","Europa"
"I20982","I20982","SF 96/2; F. 455 Burial A","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I16609, I16611, I17261, I17262)",2176,130,"450-1 BCE","..","England_MIA_LIA","England, Hampshire, Middle Wallop, Suddern Farm","United Kingdom","51,140932","-1,598337","Repulldown on 3.2M snpset","1240K",1,"1,557",712177,393816,"M","n/a (no relatives detected)","R-L20","R1b1a1b1a1a2b1","70,32","J1c3","[0.963,0.987]","0,087","0,419","ds.half","S20982.Y1.E2.L1","PASS","..",,"3.18514e-05","Pós-Neolítico","Europa","Europa"
"I20983","I20983","SF 96; F. 454","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I16609, I16611, I17261, I17262)",2176,130,"450-1 BCE","..","England_MIA_LIA","England, Hampshire, Middle Wallop, Suddern Farm","United Kingdom","51,140932","-1,598337","Repulldown on 3.2M snpset","1240K",1,"1,121",642211,354081,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","72,52","H3b+16129","[0.983,0.999]","0,11","0,013","ds.half","S20983.Y1.E2.L1","PASS","..",,"2.74899e-05","Pós-Neolítico","Europa","Europa"
"I20984","I20984","SF 96; F.453","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I16609, I16611, I17261, I17262)",2176,130,"450-1 BCE","..","England_MIA_LIA","England, Hampshire, Middle Wallop, Suddern Farm","United Kingdom","51,140932","-1,598337","Repulldown on 3.2M snpset","1240K",1,"1,699",725503,401649,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","93,45","H1j6","[0.965,0.987]","0,117","0,013","ds.half","S20984.Y1.E2.L1","PASS","..",,"2.43382e-06","Pós-Neolítico","Europa","Europa"
"I20985","I20985","SF 96/2; F.445A","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I16609, I16611, I17261, I17262)",2176,130,"450-1 BCE","..","England_MIA_LIA","England, Hampshire, Middle Wallop, Suddern Farm","United Kingdom","51,140932","-1,598337","Repulldown on 3.2M snpset","1240K",1,"0,97",606538,335013,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","64,67","U4a3a","[0.987,0.998]","0,118","0,012","ds.half","S20985.Y1.E2.L1","PASS","..",,"5.07867e-05","Pós-Neolítico","Europa","Europa"
"I20986","I20986","SF 96/2; F.447","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I16609, I16611, I17261, I17262)",2176,130,"450-1 BCE","..","England_MIA_LIA","England, Hampshire, Middle Wallop, Suddern Farm","United Kingdom","51,140932","-1,598337","Repulldown on 3.2M snpset","1240K",1,"1,329",685847,379039,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","89,14","HV0+195","[0.986,0.999]","0,123","0,012","ds.half","S20986.Y1.E2.L1","PASS","..",,"3.92927e-05","Pós-Neolítico","Europa","Europa"
"I20987","I20987","SF 96; F. 439","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I16609, I16611, I17261, I17262)",2176,130,"450-1 BCE","infant","England_MIA_LIA","England, Hampshire, Middle Wallop, Suddern Farm","United Kingdom","51,140932","-1,598337","Repulldown on 3.2M snpset","1240K",1,"0,472",415921,228851,"M","n/a (no relatives detected)","R-DF63","R1b1a1b1a1a2c1","69,42","U5b2b3","[0.990,1.000]","0,069","0,404","ds.half","S20987.Y1.E2.L1","PASS","..",,"3.15058e-05","Pós-Neolítico","Europa","Europa"
"I6778","I6778","SB 619A (G.52 Inhumation 4)","petrous",2018,"OlaldeNature2018","Context: Archaeological - Period",4150,173,"2500-1900 BCE","..","England_BellBeaker_o","England, Wiltshire, Wilsford","United Kingdom","51,147052","-1,812529","Repulldown on 3.2M snpset","1240K",1,"1,234384",578497,314878,"F","n/a (no relatives detected)","n/a (female)","n/a (female)",175,"K1a26","[0.984,0.993]","0,077","0,012","ds.half","S6778.L1","PASS","..",,"2.9696e-05","Pós-Neolítico","Europa","Europa"
"I6777","I6777","SB 618A (G.54)","petrous",2018,"OlaldeNature2018","Context: Date(s) on relatives (I2600, I2566, and I2457)",4050,115,"2300-1900 BCE","..","England_C_EBA","England, Wiltshire, Wilsford","United Kingdom","51,147052","-1,812529","Repulldown on 3.2M snpset","1240K",1,"3,485444",766845,418243,"M","United Kingdom, England, Wiltshire Family A (4 members) (I2457 and I2600 are father and daughter, and both are 2nd or 3rd degree relatives of I6777 (who is a 2nd or 3rd degree relative of I2566); I2457 and I2566 are also 2nd or 3rd degree relatives)","R-Z251","R1b1a1b1a1a2c1",177,"U4b1b2","[0.975,0.986]","0,113","0,421","ds.half","S6777.L1","PASS","Xcontam=[0.005,0.01]",,"2.52729e-05","Pós-Neolítico","Europa","Europa"
"I2464","I2464","62260_39","bone (long bone)",2018,"OlaldeNature2018","Direct: IntCal20",3615,49,"1746-1544 calBCE (3379±30 BP, NZA-28700)","34-45","England_C_EBA","England, Wiltshire, Boscombe Airfield","United Kingdom","51,15","-1,75","Repulldown on 3.2M snpset","1240K",1,"0,046",51856,27929,"M","n/a (no relatives detected)","R-M269","R1b1a1b","77,2","I2","[0.978,0.991]","0,072","0,442","ds.half","S2464.E1.L1","PASS","..",,"3.50422e-05","Pós-Neolítico","Europa","Europa"
"I2604","I2604","62412_40173","petrous",2018,"OlaldeNature2018","Direct: IntCal20",4073,59,"2272-2032 calBCE (3730±30 BP, SUERC-26241)","18-25","England_C_EBA","England, Hampshire, Barton-Stacey Pipeline","United Kingdom","51,15","-1,36","Repulldown on 3.2M snpset","1240K",1,"2,178549",759794,411993,"F","n/a (no relatives detected)","n/a (female)","n/a (female)",163,"H2a3","[0.983,0.994]","0,093","0,01","ds.half","S2604.E1.L2","PASS","..",,"-5.80547e-06","Pós-Neolítico","Europa","Europa"
"I13717","I13717","GENLAB 147, 62413 (ID 25040; Context 25043)","petrous",2021,"PattersonNature2021","Direct: IntCal20",2259,62,"398-208 calBCE (2270±30 BP, SUERC-26240)","adult , 34-45","England_MIA","England, Hampshire, Barton-Stacey Pipeline","United Kingdom","51,15","-1,36","Repulldown on 3.2M snpset","1240K",1,"4,390769",819241,452721,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","453,2","U5a1a1","[0.994,1.000]","0,121","0,01","ds.half","S13717.Y1.E1.L1","PASS","..",,"3.49466e-05","Pós-Neolítico","Europa","Europa"
"I16595","I16595","GENLAB 51 (P21; Encl. II, BIX)","mandible (tooth)",2021,"PattersonNature2021","Direct: IntCal20",2236,55,"387-204 calBCE (2238±27 BP, SUERC-95000)","..","England_MIA","England, Wiltshire, Longbridge Deverill, Cow Down","United Kingdom","51,163778","-2,162783","Repulldown on 3.2M snpset","1240K",1,"0,078409",78235,42481,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","64,5","T2b9","[0.986,0.996]","0,064","0,011252591","ds.half","S16595.Y1.E1.L1","PASS","..",,"3.05737e-05","Pós-Neolítico","Europa","Europa"
"I14200","I14200","50875-1291, Archer (Amesbury Archer)","tooth (molar)",2021,"PattersonNature2021","Direct: IntCal20",4328,57,"2470-2239 calBCE (3895±32 BP, OxA-13541)","35-45","England_BellBeaker_highEEF","England, Wiltshire, Amesbury Down","United Kingdom","51,168023","-1,7725402","Repulldown on 3.2M snpset","1240K",9,"0,158",158917,84909,"M","n/a (no relatives detected)","R-L151","R1b1a1b1a1a","445,927395","K1b1a","[0.983,0.995]","0,161","0,361991761","ds.half,ds.half,ss.half,ss.half,ss.half,ss.half,ss.half,ss.half,ss.half","S14200.Y1.E1.L1,S14200.Y1.E2.L1,S14200.Y1.E10.L1,S14200.Y1.E3.L1,S14200.Y1.E4.L1,S14200.Y1.E5.L1,S14200.Y1.E6.L1,S14200.Y1.E8.L1,S20156.Y1.E2.L1","PASS","..",,"3.75496e-05","Pós-Neolítico","Europa","Europa"
"I2418","I2418","56240_6033 (NZA-32788, round barrow)","tooth",2018,"OlaldeNature2018","Direct: IntCal20",4237,64,"2452-2200 calBCE (3835±25 BP, NZA-32788)","30-40","England_BellBeaker","England, Wiltshire, Amesbury Down","United Kingdom","51,168023","-1,7725402","Repulldown on 3.2M snpset","1240K",1,"1,411",656238,356865,"F","n/a (no relatives detected)","n/a (female)","n/a (female)",735,"K1a4a1","[0.997,1.000]","0,042","0,01","ds.half","S2418.E1.L1","PASS","damage.ds.half=0.042",,"3.01955e-05","Pós-Neolítico","Europa","Europa"
"I2565","I2565","50875_1238, Companion","tooth",2018,"PattersonNature2021 (higher coverage of previously published individual in OlaldeNature2018)","Direct: IntCal20",4237,77,"2456-2146 calBCE (3829±38 BP, OxA-13562)","20-25","England_BellBeaker","England, Wiltshire, Amesbury Down","United Kingdom","51,168023","-1,7725402","Repulldown on 3.2M snpset","1240K",5,"0,052",56976,30208,"M","n/a (no relatives detected)","R-L21","R1b1a1b1a1a2c1","91,406422","W1+119","[0.967,0.986]","0,146","0,3569869","ds.half,ds.half,ds.half,ds.half,ss.half","S2565.E1.L2,S2565.E1.L3,S2565.E1.L4,S2565.E1.L5,S20159.Y1.E1.L1","PASS","..",,"2.89603e-05","Pós-Neolítico","Europa","Europa"
"I2416","I2416","53535_25004 (Boscombe Bowmen)","tooth",2018,"OlaldeNature2018","Direct: IntCal20; R_combine",4239,61,"2451-2201 calBCE (3838±21 BP) [R_combine: (3845±27 BP, OxA-13624); (3830±30 BP, Beta-432804)]","35-45","England_BellBeaker_highEEF","England, Wiltshire, Amesbury Down","United Kingdom","51,168023","-1,7725402","Repulldown on 3.2M snpset","1240K",1,"0,126",134822,72822,"M","United Kingdom, England, Wiltshire, Amesbury Down Family C (2 members) (I2417 and I2416 are 2nd or 3rd degree relatives)","R-L52","R1b1a1b1a1",412,"K1b1a1","[0.997,1.000]","0,076","0,453","ds.half","S2416.E1.L1","PASS","..",,"2.61934e-05","Pós-Neolítico","Europa","Europa"
"I2417","I2417","53535_25005","petrous",2018,"OlaldeNature2018","Context: Date(s) on 2d/3d relative I2416",4250,115,"2500-2100 BCE","24-30","England_BellBeaker_lowEEF","England, Wiltshire, Amesbury Down","United Kingdom","51,168023","-1,7725402","Repulldown on 3.2M snpset","1240K",1,"1,958",812535,435970,"M","United Kingdom, England, Wiltshire, Amesbury Down Family C (2 members) (I2417 and I2416 are 2nd or 3rd degree relatives)","R-L21","R1b1a1b1a1a2c1",123,"J1c","[0.996,1.000]","0,105","0,42","ds.half","S2417.E1.L2","PASS","..",,"2.49491e-05","Pós-Neolítico","Europa","Europa"
"I2459","I2459","85684_62014 (pit burial)","petrous",2018,"OlaldeNature2018","Direct: IntCal20",4231,68,"2453-2148 calBCE (3829±30 BP, SUERC-54823)","..","England_BellBeaker_lowEEF","England, Wiltshire, Amesbury Down","United Kingdom","51,168023","-1,7725402","Repulldown on 3.2M snpset","1240K",1,"1,33",518600,286009,"F","n/a (no relatives detected)","n/a (female)","n/a (female)",334,"T2a1a","[0.991,0.997]","0,076","0,014","ds.half","S2459.E1.L1","PASS","..",,"3.7461e-05","Pós-Neolítico","Europa","Europa"
"I2419","I2419","56240_10288 (NZA-32486, timber chamber)","bone (long bone)",2021,"PattersonNature2021","Direct: IntCal20",4199,52,"2393-2144 calBCE (3812±25 BP, NZA-32486)","45-55","England_BellBeaker_mediumEEF","England, Wiltshire, Amesbury Down","United Kingdom","51,168023","-1,7725402","Repulldown on 3.2M snpset","1240K",7,"0,074834",84066,45812,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","12,795099","H1b","[0.942,0.999]","..","..","ds.half,ds.half,ds.half,ds.half,ds.half,ds.half,ds.half","S2419.E1.L1,S2419.E1.L2,S2419.E1.L3,S2419.E1.L4,S2419.E1.L5,S2419.E1.L6,S2419.E1.L7","PASS","..",,"2.68001e-05","Pós-Neolítico","Europa","Europa"
"I2457","I2457","65530_13382","tooth",2018,"OlaldeNature2018","Direct: IntCal20; we ignore a previous date of 2468-2239 calBCE (3890±30 BP, SUERC-36210) because it is an outlier from the rest of the genetic family",4056,54," 2201-2029 calBCE (3717±28 BP, SUERC-69975)","25-39","England_C_EBA","England, Wiltshire, Amesbury Down","United Kingdom","51,168023","-1,7725402","Repulldown on 3.2M snpset","1240K",1,"2,715",703986,382666,"M","United Kingdom, England, Wiltshire Family A (4 members) (I2457 and I2600 are father and daughter, and both are 2nd or 3rd degree relatives of I6777 (who is a 2nd or 3rd degree relative of I2566); I2457 and I2566 are also 2nd or 3rd degree relatives)","R-L21","R1b1a1b1a1a2c1",530,"I4a","[0.994,1.000]","0,061","0,426","ds.half","S2457.E1.L1","PASS","..",,"2.43784e-05","Pós-Neolítico","Europa","Europa"
"I2566","I2566","65530_13385","petrous",2018,"OlaldeNature2018","Direct: IntCal20",4078,57,"2267-2036 calBCE (3734±25 BP, NZA-32490)","18-20","England_C_EBA","England, Wiltshire, Amesbury Down","United Kingdom","51,168023","-1,7725402","Repulldown on 3.2M snpset","1240K",1,"2,259",475448,261516,"M","United Kingdom, England, Wiltshire Family A (4 members) (I2457 and I2600 are father and daughter, and both are 2nd or 3rd degree relatives of I6777 (who is a 2nd or 3rd degree relative of I2566); I2457 and I2566 are also 2nd or 3rd degree relatives)","R-DF13","R1b1a1b1a1a2c1",638,"K1b1a1","[0.997,1.000]","0,073","0,45","ds.half","S2566.E1.L2","PASS","..",,"2.58567e-05","Pós-Neolítico","Europa","Europa"
"I2597","I2597","56240_5292","petrous",2018,"OlaldeNature2018","Direct: IntCal20",4080,60,"2276-2033 calBCE (3735±30 BP, SUERC-34539)","14-16","England_C_EBA","England, Wiltshire, Amesbury Down","United Kingdom","51,168023","-1,7725402","Repulldown on 3.2M snpset","1240K",1,"3,235122",807476,437986,"M","United Kingdom, England, Wiltshire, Amesbury Down Family B (2 members) (I2597 and I2596 are father and son)","R-DF13","R1b1a1b1a1a2c1",169,"U5a2c3a","[0.987,0.996]","0,076","0,423","ds.half","S2597.E1.L2","PASS","..",,"3.95128e-05","Pós-Neolítico","Europa","Europa"
"I2598","I2598","56244_12134","tooth",2018,"PattersonNature2021 (higher coverage of previously published individual in OlaldeNature2018)","Direct: IntCal20",3998,58,"2139-1950 calBCE (3664±30 BP, NZA-32494)","40-50","England_C_EBA","England, Wiltshire, Amesbury Down","United Kingdom","51,168023","-1,7725402","Repulldown on 3.2M snpset","1240K",2,"0,161339",167696,89862,"M","n/a (no relatives detected)","R-L52","R1b1a1b1a1","..","H","..","..","0,381","ds.half,ds.half","S2598.E1.L1,S2598.E1.L2","PASS","..",,"3.56931e-05","Pós-Neolítico","Europa","Europa"
"I2596","I2596","56240_5289","petrous",2018,"OlaldeNature2018","Direct: IntCal20",4086,61,"2276-2035 calBCE (3739±30 BP, NZA-32484)","45-55","England_C_EBA_lowEEF_father.or.son.I2597","England, Wiltshire, Amesbury Down","United Kingdom","51,168023","-1,7725402","Repulldown on 3.2M snpset","1240K",1,"0,841",516048,283957,"M","United Kingdom, England, Wiltshire, Amesbury Down Family B (2 members) (I2597 and I2596 are father and son)","R-L21","R1b1a1b1a1a2c1",120,"J1c1","[0.996,1.000]","0,105","0,433","ds.half","S2596.E1.L1","PASS","..",,"4.08416e-05","Pós-Neolítico","Europa","Europa"
