"Genetic ID","Master ID","Skeletal code","Skeletal element","Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]","Publication","Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE","Age at Death from physical anthropology","Group ID","Locality","Political Entity","Lat.","Long.","Pulldown Strategy","Data source","No. Libraries","1240k coverage (taken from original pulldown where possible)","SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)","SNPs hit on autosomal targets (Computed using easystats on HO snpset)","Molecular Sex","Family ID and position within family","Y haplogroup (manual curation in terminal mutation format)","Y haplogroup (manual curation in ISOGG format)","mtDNA coverage (merged data)","mtDNA haplogroup if >2x or published","mtDNA match to consensus if >2x (merged data)","Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)","Sex ratio [Y/(Y+X) counts] (merged data)","Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)","Libraries","ASSESSMENT","ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.","Unnamed: 35","SCORE","Historical Period","Region","Refined Region"
"HGDP00993.DG","HGDP00993","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BantuSA.DG","..","South Africa",-29,30,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137445,587482,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-5.28016e-05","Pós-Neolítico","África","África"
"HGDP00994.DG","HGDP00994","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BantuSA.DG","..","Lesotho",-29,29,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137079,587335,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-4.68071e-05","Pós-Neolítico","África","África"
"HGDP01030.DG","HGDP01030","HGDP01030","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BantuSA.DG","Or Namibia","BotswanaOrNamibia",-28,24,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1140679,588831,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-5.19771e-05","Pós-Neolítico","África","África"
"HGDP01033.DG","HGDP01033","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BantuSA.DG","..","South Africa",-28,31,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137451,587363,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-4.78935e-05","Pós-Neolítico","África","África"
"HGDP01034.DG","HGDP01034","HGDP01034","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BantuSA.DG","Or Namibia","BotswanaOrNamibia",-28,24,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1140560,588776,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-3.97535e-05","Pós-Neolítico","África","África"
"HGDP01028.DG","HGDP01028","HGDP01028","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BantuSA_Herero.DG","Or Namibia","BotswanaOrNamibia",-22,19,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1141168,589016,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-3.24727e-05","Pós-Neolítico","África","África"
"HGDP01035.DG","HGDP01035","HGDP01035","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BantuSA_Herero.DG","Or Namibia","BotswanaOrNamibia",-22,19,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1141017,588973,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-4.24452e-05","Pós-Neolítico","África","África"
"HGDP01031.DG","HGDP01031","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BantuSA_Ovambo.DG","..","Angola",-19,18,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136871,587208,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-5.33828e-05","Pós-Neolítico","África","África"
"B_Australian-3.DG","B_Australian-3","B_Australian-3",,2016,"MallickNature2016","Modern",0,0,"present","..","Australian.DG","..","Australia",-13,143,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid",1,"44,4",1116944,582951,"U","n/a (no relatives detected)","n/a  (sex unknown)","n/a  (sex unknown)","..","..","..","..","..","..","B_Australian-3","PASS","..",,"1.07251e-07","Pós-Neolítico","Oceania","Oceania"
"B_Australian-4.DG","B_Australian-4","B_Australian-4",,"..","PrueferNature2013","Modern",0,0,"present","..","Australian.DG","..","Australia",-13,143,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid",1,"43,26",1118393,583758,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","B_Australian-4","PASS","..",,"-1.07633e-05","Pós-Neolítico","Oceania","Oceania"
"S_Bougainville-2.DG","HGDP00656","HGDP00656",,2007,"MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)","Modern",0,0,"present","..","Bougainville.DG","Bougainville","Papua New Guinea",-6,155,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid",1,"38,9",1117667,583450,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","S_Bougainville-2","PASS","..",,"1.21124e-05","Pós-Neolítico","Oceania","Oceania"
"S_Bougainville-1.DG","HGDP00660","HGDP00660",,2007,"MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)","Modern",0,0,"present","..","Bougainville.DG","Bougainville","Papua New Guinea",-6,155,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid",1,"41,72",1065064,555830,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","S_Bougainville-1","PASS","..",,"-6.16166e-06","Pós-Neolítico","Oceania","Oceania"
"HGDP01405.DG","HGDP01405","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BantuKenya.DG","..","Kenya",-3,37,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137380,587454,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-6.06389e-05","Pós-Neolítico","África","África"
"HGDP01408.DG","HGDP01408","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BantuKenya.DG","..","Kenya",-3,37,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137659,587600,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-5.93104e-05","Pós-Neolítico","África","África"
"HGDP01414.DG","HGDP01414","HGDP01414","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BantuKenya.DG","..","Kenya",-3,37,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1140854,588923,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"-3.90556e-05","Pós-Neolítico","África","África"
"HGDP01417.DG","HGDP01417","HGDP01417","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BantuKenya.DG","..","Kenya",-3,37,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1141012,588988,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-4.92645e-05","Pós-Neolítico","África","África"
"HGDP01418.DG","HGDP01418","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BantuKenya.DG","..","Kenya",-3,37,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136008,586847,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-5.46695e-05","Pós-Neolítico","África","África"
"HGDP01419.DG","HGDP01419","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BantuKenya.DG","..","Kenya",-3,37,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1135045,586316,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-4.47132e-05","Pós-Neolítico","África","África"
"HGDP00454.DG","HGDP00454","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139306,588281,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-6.10708e-05","Pós-Neolítico","África","África"
"HGDP00455.DG","HGDP00455","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139294,588218,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-5.85927e-05","Pós-Neolítico","África","África"
"HGDP00457.DG","HGDP00457","HGDP00457","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1140911,588977,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-6.2439e-05","Pós-Neolítico","África","África"
"HGDP00458.DG","HGDP00458","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136749,587249,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-7.68405e-05","Pós-Neolítico","África","África"
"HGDP00459.DG","HGDP00459","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137467,587639,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-2.9648e-05","Pós-Neolítico","África","África"
"HGDP00460.DG","HGDP00460","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1138330,587875,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-7.7382e-05","Pós-Neolítico","África","África"
"HGDP00461.DG","HGDP00461","HGDP00461","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1140791,588857,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-6.59304e-05","Pós-Neolítico","África","África"
"HGDP00464.DG","HGDP00464","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137082,587394,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-6.63454e-05","Pós-Neolítico","África","África"
"HGDP00466.DG","HGDP00466","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1133199,585158,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-6.62436e-05","Pós-Neolítico","África","África"
"HGDP00469.DG","HGDP00469","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1134698,586442,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-4.93982e-05","Pós-Neolítico","África","África"
"HGDP00470.DG","HGDP00470","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1134769,586298,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-7.46479e-05","Pós-Neolítico","África","África"
"HGDP00472.DG","HGDP00472","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137492,587498,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-4.44332e-05","Pós-Neolítico","África","África"
"HGDP00473.DG","HGDP00473","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136740,587175,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-7.22565e-05","Pós-Neolítico","África","África"
"HGDP00475.DG","HGDP00475","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137319,587389,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-5.5475e-05","Pós-Neolítico","África","África"
"HGDP00985.DG","HGDP00985","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1135102,586302,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-6.00736e-05","Pós-Neolítico","África","África"
"HGDP00986.DG","HGDP00986","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1134690,586227,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-5.54296e-05","Pós-Neolítico","África","África"
"HGDP01086.DG","HGDP01086","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137507,587632,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-5.91967e-05","Pós-Neolítico","África","África"
"HGDP01090.DG","HGDP01090","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136408,587114,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-5.47593e-05","Pós-Neolítico","África","África"
"HGDP01094.DG","HGDP01094","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Biaka.DG","..","Central African Republic",4,17,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137446,587520,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-6.18433e-05","Pós-Neolítico","África","África"
"HGDP00713.DG","HGDP00713","HGDP00713","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Cambodian.DG","..","Cambodia",12,105,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1140769,588861,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"-1.21367e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP00714.DG","HGDP00714","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Cambodian.DG","..","Cambodia",12,105,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136810,587020,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"1.51228e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP00715.DG","HGDP00715","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Cambodian.DG","..","Cambodia",12,105,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136610,586990,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.2971e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP00716.DG","HGDP00716","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Cambodian.DG","..","Cambodia",12,105,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1138987,587961,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"8.33009e-06","Pós-Neolítico","Ásia","Ásia"
"HGDP00717.DG","HGDP00717","HGDP00717","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Cambodian.DG","..","Cambodia",12,105,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1141315,589070,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.68914e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP00719.DG","HGDP00719","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Cambodian.DG","..","Cambodia",12,105,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136342,586746,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"-9.63787e-06","Pós-Neolítico","Ásia","Ásia"
"HGDP00721.DG","HGDP00721","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Cambodian.DG","..","Cambodia",12,105,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136578,586747,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"1.69413e-05","Pós-Neolítico","Ásia","Ásia"
"A_Dai-5.DG","HGDP01307","..","..",2012,"MeyerScience2012","Modern",0,0,"present","..","Dai.DG","..","China",21,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid",4,"28,31",1150277,593101,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","A-team samples from first SGDP processing",,"-6.39884e-06","Pós-Neolítico","Ásia","Ásia"
"HGDP01308.DG","HGDP01308","HGDP01308","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Dai.DG","..","China",21,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139010,588025,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"7.10653e-06","Pós-Neolítico","Ásia","Ásia"
"HGDP01309.DG","HGDP01309","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Dai.DG","..","China",21,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139268,588090,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.10598e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01310.DG","HGDP01310","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Dai.DG","..","China",21,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137896,587524,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.16156e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01311.DG","HGDP01311","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Dai.DG","..","China",21,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1132650,584986,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.31021e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01312.DG","HGDP01312","HGDP01312","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Dai.DG","..","China",21,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1141077,588969,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"1.53351e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01313.DG","HGDP01313","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Dai.DG","..","China",21,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137000,587100,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-8.25331e-06","Pós-Neolítico","Ásia","Ásia"
"HGDP01314.DG","HGDP01314","HGDP01314","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Dai.DG","..","China",21,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1141469,589109,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"6.70978e-06","Pós-Neolítico","Ásia","Ásia"
"HGDP01315.DG","HGDP01315","HGDP01315","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Dai.DG","..","China",21,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1140996,588907,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"1.52984e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01317.DG","HGDP01317","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","China_Lahu.DG","..","China",22,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137189,587033,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.59e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01318.DG","HGDP01318","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","China_Lahu.DG","..","China",22,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1138271,587619,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"1.4488e-06","Pós-Neolítico","Ásia","Ásia"
"HGDP01319.DG","HGDP01319","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","China_Lahu.DG","..","China",22,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1138054,587961,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"1.27261e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01320.DG","HGDP01320","HGDP01320","..",2020,"BergstromScience2020","Modern",0,0,"present","..","China_Lahu.DG","..","China",22,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1141534,589135,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"1.27388e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01321.DG","HGDP01321","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","China_Lahu.DG","..","China",22,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1138758,587891,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.39836e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01322.DG","HGDP01322","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","China_Lahu.DG","..","China",22,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139005,587991,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-1.01657e-06","Pós-Neolítico","Ásia","Ásia"
"HGDP01323.DG","HGDP01323","HGDP01323","..",2020,"BergstromScience2020","Modern",0,0,"present","..","China_Lahu.DG","..","China",22,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1141148,588974,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"1.2501e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01326.DG","HGDP01326","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","China_Lahu.DG","..","China",22,100,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136494,586833,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"9.8109e-06","Pós-Neolítico","Ásia","Ásia"
"LadaKH01","LadaKH01","KH01","tooth, bone (temporal)",2021,"WangCell2021","Direct: IntCal20 (WARNING: Missing lab code)",1372,33,"484-644 calCE (1500±30 BP)","..","China_Guangxi_Lada_NorthernAndSouthernDynasties_Sui_Tang","Guangxi, Hechi City, Jinchengjiang District, Lada Cave","China",24,"107,6","Native Pulldown on 3.2M snpset","1240k","..","2,61",812221,465332,"F","n/a (no relatives detected)","..","..",263,"D4a","..","0,292","..","ss.minus","..","PASS","..",,"2.11358e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01179.DG","HGDP01179","HGDP01179","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Yi.DG","..","China",28,103,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1140280,588543,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"1.60153e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01180.DG","HGDP01180","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Yi.DG","..","China",28,103,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1135750,586599,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"1.83712e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01181.DG","HGDP01181","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Yi.DG","..","China",28,103,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136655,586968,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.78559e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01182.DG","HGDP01182","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Yi.DG","..","China",28,103,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136254,586735,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"1.96568e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01183.DG","HGDP01183","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Yi.DG","..","China",28,103,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137939,587465,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"6.39348e-06","Pós-Neolítico","Ásia","Ásia"
"HGDP01184.DG","HGDP01184","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Yi.DG","..","China",28,103,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1134166,585575,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.18425e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01185.DG","HGDP01185","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Yi.DG","..","China",28,103,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137870,587408,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.70796e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01186.DG","HGDP01186","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Yi.DG","..","China",28,103,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1135921,586475,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"1.15501e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP01187.DG","HGDP01187","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Yi.DG","..","China",28,103,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136806,587023,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"3.07032e-05","Pós-Neolítico","Ásia","Ásia"
